Date,Open,High,Low,Close,Adj Close,Volume
8/14/2019,231.210007,231.5,216.690002,219.619995,219.619995,9562600
8/15/2019,220.860001,221.559998,211.550003,215.639999,215.639999,8159600
8/16/2019,216.660004,222.240005,216.020004,219.940002,219.940002,5098500
8/19/2019,224.210007,227.830002,221.699997,226.830002,226.830002,5309600
8/20/2019,227.619995,229.089996,224.539993,225.860001,225.860001,4125200
8/21/2019,222.009995,223.220001,217.600006,220.830002,220.830002,7794300
8/22/2019,222.800003,225.399994,218.220001,222.149994,222.149994,6559000
8/23/2019,219.970001,221.169998,211,211.399994,211.399994,8538600
8/26/2019,213.600006,215.020004,211.539993,215,215,5051900
8/27/2019,215.740005,218.800003,212.029999,214.080002,214.080002,5416200
8/28/2019,213.690002,217.25,212.309998,215.589996,215.589996,3225500
8/29/2019,219,223.399994,218,221.710007,221.710007,5179500
8/30/2019,229.149994,232.440002,224.210007,225.610001,225.610001,9320600
9/3/2019,224.080002,228.949997,223.160004,225.009995,225.009995,5354100
9/4/2019,226.889999,228.460007,219.210007,220.679993,220.679993,5761000
9/5/2019,222.5,229.800003,220.850006,229.580002,229.580002,7395300
9/6/2019,227.199997,229.639999,225.169998,227.449997,227.449997,4189400
9/9/2019,230,233.759995,229.229996,231.789993,231.789993,4802700
9/10/2019,230.800003,235.539993,228.940002,235.539993,235.539993,4883700
9/11/2019,237.380005,248.169998,236,247.100006,247.100006,10042800
9/12/2019,247.699997,253.5,244.399994,245.869995,245.869995,8581200
9/13/2019,246.960007,248.449997,244.869995,245.199997,245.199997,5313100
9/16/2019,246,247.429993,241.169998,242.809998,242.809998,4728100
9/17/2019,242.470001,245.600006,240.369995,244.789993,244.789993,3865400
9/18/2019,245,248.169998,242.369995,243.490005,243.490005,4170200
9/19/2019,246,247.940002,244.839996,246.600006,246.600006,4795800
9/20/2019,246.490005,246.949997,238.160004,240.619995,240.619995,6353000
9/23/2019,240,245.179993,239.220001,241.229996,241.229996,4340200
9/24/2019,241.520004,241.990005,222.610001,223.210007,223.210007,12891500
9/25/2019,224.559998,228.979996,218.360001,228.699997,228.699997,9427100
9/26/2019,230.660004,243.309998,227.399994,242.559998,242.559998,11884500
9/27/2019,242.199997,248.710007,238.729996,242.130005,242.130005,11116400
9/30/2019,243,243.979996,236.110001,240.869995,240.869995,5879800
10/1/2019,241.5,245.949997,239.130005,244.690002,244.690002,6162600
10/2/2019,243.289993,244.649994,239.429993,243.130005,243.130005,5631400
10/3/2019,231.860001,234.479996,224.279999,233.029999,233.029999,15084500
10/4/2019,231.610001,234.779999,228.070007,231.429993,231.429993,7995000
10/7/2019,229.800003,238.559998,228.550003,237.720001,237.720001,8064200
10/8/2019,235.869995,243.940002,234.5,240.050003,240.050003,8678200
10/9/2019,241.320007,247.300003,240.649994,244.529999,244.529999,6894400
10/10/2019,245.279999,249.279999,241.580002,244.740005,244.740005,6283300
10/11/2019,247.149994,251.080002,246.809998,247.889999,247.889999,8475400
10/14/2019,247.899994,258.549988,247.130005,256.959991,256.959991,10205000
10/15/2019,257.700012,260,254.119995,257.890015,257.890015,6432800
10/16/2019,257.390015,262.100006,256.920013,259.75,259.75,6684100
10/17/2019,262.5,264.779999,260.170013,261.970001,261.970001,4769300
10/18/2019,260.700012,262.799988,255.100006,256.950012,256.950012,5749800
10/21/2019,258.329987,259.5,250.179993,253.5,253.5,5020300
10/22/2019,254.320007,258.329987,250.850006,255.580002,255.580002,4600800
10/23/2019,254.5,256.140015,251.350006,254.679993,254.679993,5261100
10/24/2019,298.369995,304.929993,289.200012,299.679993,299.679993,29720900
10/25/2019,297.720001,330,296.109985,328.130005,328.130005,30006100
10/28/2019,327.540009,340.839996,322.600006,327.709991,327.709991,18870300
10/29/2019,319.98999,324.299988,314.75,316.220001,316.220001,12684300
10/30/2019,313,318.790009,309.970001,315.01001,315.01001,9641800
10/31/2019,313.100006,319,313,314.920013,314.920013,5067000
11/1/2019,316.320007,316.480011,309.799988,313.309998,313.309998,6383900
11/4/2019,314.799988,321.940002,309.26001,317.470001,317.470001,8787000
11/5/2019,319.619995,323.51001,316.119995,317.220001,317.220001,6943400
11/6/2019,318,326.720001,314.5,326.579987,326.579987,7940900
11/7/2019,329.140015,341.5,328.019989,335.540009,335.540009,14467300
11/8/2019,334.5,337.459991,332.5,337.140015,337.140015,6069200
11/11/2019,343.950012,349.190002,342,345.089996,345.089996,9986700
11/12/2019,346.899994,350.369995,344.040009,349.929993,349.929993,7359400
11/13/2019,355,356.329987,345.179993,346.109985,346.109985,8420100
11/14/2019,346.109985,353.839996,342.910004,349.350006,349.350006,6464900
